Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
141187,09/07/2024,BF1545,Other,Female,30,Memphis,No,10,0,10,1,10,4,The Product exhibits good design.
163009,18/01/2024,BF1543,Clothing,Male,27,Toronto,Yes,100,25,125,1,125,5,Premium quality as usual.
158200,16/09/2024,BF1549,Clothing,Male,20,Toronto,Yes,130,25,155,1,155,2,There is clear evidence of subpar detailing.
154708,01/12/2023,BF1552,Ornaments,Male,22,Memphis,No,45,0,45,1,45,5,The delivery team handled the product with care.
188268,12/08/2024,BF1548,Clothing,Male,28,Glasgow,Yes,65,40,105,1,105,5,Lack of delivery delays is greatly appreciated.
136689,23/11/2023,BF1551,Ornaments,Female,18,Portland,No,15,0,15,1,15,1,Clear delays in delivery.
194237,15/01/2024,BF1554,Ornaments,Male,35,Mumbai,Yes,20,70,90,1,90,4,The product had excellent quality.
187272,28/08/2024,BF1545,Other,Female,27,Manchester,Yes,10,40,50,4,200,4,Incredible detailing was clearly evident.
122874,11/09/2024,BF1554,Ornaments,Male,34,Sydney,Yes,20,100,120,2,240,3,Average product
197521,31/10/2024,BF1544,Other,Male,25,Pittsburgh,No,9,0,9,1,9,4,The product had excellent quality.
184568,01/01/2024,BF1545,Other,Male,34,Dublin,Yes,10,40,50,1,50,4,The product was delivered quickly.
125496,14/12/2023,BF1548,Clothing,Male,31,Manchester,Yes,65,40,105,2,210,5,The product was affordable here compared to other brands.
143861,11/07/2024,BF1548,Clothing,Male,23,Sacramento,No,65,0,65,3,195,2,The product had an underwhelming design.
171853,04/08/2024,BF1548,Clothing,Male,21,San Antonio,No,65,0,65,2,130,5,Incredible detailing was clearly evident.
165543,16/10/2024,BF1550,Clothing,Male,21,Memphis,No,97,0,97,2,194,4,The product was affordable here compared to other brands.
174284,21/04/2024,BF1551,Ornaments,Male,18,Sacramento,No,15,0,15,5,75,4,Discount deals was greatly appreciated.
149022,04/08/2024,BF1544,Other,Male,32,Sydney,Yes,9,100,109,2,218,1,"Unfortunately, the delivery was late."
160877,28/10/2024,BF1550,Clothing,Female,26,Pittsburgh,No,97,0,97,1,97,1,Waste of Money.
184211,27/06/2024,BF1548,Clothing,Female,24,Sacramento,No,65,0,65,1,65,1,Careless handling by the delivery team.
169547,30/01/2024,BF1544,Other,Male,27,Miami,No,9,0,9,1,9,5,Discount deals was greatly appreciated.
150602,24/03/2024,BF1543,Clothing,Male,22,San Antonio,No,100,0,100,3,300,3,The handling was questionable but incurred only minute damages.
194334,18/02/2024,BF1551,Ornaments,Male,32,London,Yes,15,40,55,5,275,4,The Product exhibits good design.
182204,28/07/2024,BF1549,Clothing,Female,23,Detroit,No,130,0,130,4,520,4,Incredible detailing was clearly evident.
189905,10/09/2024,BF1544,Other,Male,34,Las Vegas,No,9,0,9,1,9,5,The delivery team handled the product with care.
195756,23/08/2024,BF1547,Ornaments,Female,29,Austin,No,32,0,32,4,128,5,The product had excellent quality.
154440,25/11/2023,BF1551,Ornaments,Female,20,Pittsburgh,No,15,0,15,1,15,3,The handling was questionable but incurred only minute damages.
191788,27/07/2024,BF1551,Ornaments,Female,33,San Francisco,No,15,0,15,1,15,4,Exquisite craftsmanship here is absolutely appreciated.
196112,12/05/2024,BF1549,Clothing,Female,18,Memphis,No,130,0,130,4,520,5,The product was affordable here compared to other brands.
189300,27/11/2023,BF1554,Ornaments,Male,19,Montreal,Yes,20,25,45,4,180,4,Discount deals was greatly appreciated.
152313,30/12/2023,BF1550,Clothing,Male,27,Pittsburgh,No,97,0,97,1,97,5,Incredible detailing was clearly evident.
154665,14/12/2023,BF1547,Ornaments,Female,21,Pittsburgh,No,32,0,32,2,64,3,Had slight delays but the product was in good shape.
183436,21/01/2024,BF1548,Clothing,Male,19,Sacramento,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
120269,29/01/2024,BF1544,Other,Male,32,Toronto,Yes,9,25,34,2,68,4,The Product exhibits good design.
161806,31/01/2024,BF1543,Clothing,Male,21,San Antonio,No,100,0,100,1,100,4,Incredible detailing was clearly evident.
170336,20/09/2024,BF1548,Clothing,Male,34,Detroit,No,65,0,65,4,260,1,The promotion quality does not match the product
120097,18/01/2024,BF1548,Clothing,Male,35,London,Yes,65,40,105,1,105,5,Exquisite craftsmanship here is absolutely appreciated.
162265,07/01/2024,BF1543,Clothing,Male,18,San Antonio,No,100,0,100,1,100,4,Discount deals was greatly appreciated.
161694,28/08/2024,BF1554,Ornaments,Male,21,New Delhi,Yes,20,70,90,1,90,5,Exquisite craftsmanship here is absolutely appreciated.
179352,11/11/2023,BF1543,Clothing,Female,31,Sydney,Yes,100,100,200,1,200,4,Exquisite craftsmanship here is absolutely appreciated.
140107,29/02/2024,BF1554,Ornaments,Female,23,New Jersey,No,20,0,20,1,20,5,Premium quality as usual.
121959,10/10/2024,BF1550,Clothing,Male,32,Cleveland,No,97,0,97,1,97,1,There is clear evidence of subpar detailing.
121438,16/02/2024,BF1554,Ornaments,Male,34,Toronto,Yes,20,25,45,1,45,5,Discount deals was greatly appreciated.
122714,21/04/2024,BF1551,Ornaments,Male,23,New Jersey,No,15,0,15,1,15,1,The product is not as advertised.
131107,21/06/2024,BF1546,Clothing,Female,19,San Antonio,No,118,0,118,4,472,4,The product was delivered quickly.
131509,19/12/2023,BF1548,Clothing,Male,21,Sacramento,No,65,0,65,1,65,3,It was ok.
135485,13/07/2024,BF1546,Clothing,Male,25,Miami,No,118,0,118,4,472,3,Nothing too special.
199503,17/07/2024,BF1554,Ornaments,Female,29,Detroit,No,20,0,20,1,20,3,It was ok.
185725,24/11/2023,BF1553,Ornaments,Male,34,Detroit,No,50,0,50,5,250,2,There is clear evidence of subpar detailing.
125971,27/01/2024,BF1544,Other,Male,24,New Jersey,No,9,0,9,2,18,5,The delivery team handled the product with care.
196655,12/11/2023,BF1549,Clothing,Male,21,Detroit,No,130,0,130,1,130,4,The delivery team handled the product with care.
197494,15/09/2024,BF1544,Other,Male,33,San Antonio,No,9,0,9,1,9,4,The product was delivered quickly.
156841,11/12/2023,BF1551,Ornaments,Male,35,New York,No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.
123990,04/03/2024,BF1552,Ornaments,Male,18,Sacramento,No,45,0,45,1,45,4,Discount deals was greatly appreciated.
174043,16/07/2024,BF1548,Clothing,Female,33,Sacramento,No,65,0,65,1,65,5,Discount deals was greatly appreciated.
157704,13/07/2024,BF1544,Other,Male,24,Pittsburgh,No,9,0,9,1,9,2,Never buying from here again.
159764,11/10/2024,BF1544,Other,Female,24,Glasgow,Yes,9,40,49,1,49,2,Careless handling by the delivery team.
127981,22/04/2024,BF1550,Clothing,Male,27,Memphis,No,97,0,97,1,97,2,The product had an underwhelming design.
148568,16/05/2024,BF1544,Other,Male,28,New York,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
156599,22/04/2024,BF1545,Other,Male,26,Pittsburgh,No,10,0,10,4,40,1,There is clear evidence of subpar detailing.
152122,16/01/2024,BF1545,Other,Male,30,Las Vegas,No,10,0,10,1,10,5,The product had excellent quality.
184856,02/12/2023,BF1545,Other,Male,21,San Antonio,No,10,0,10,1,10,4,Lack of delivery delays is greatly appreciated.
139568,26/02/2024,BF1544,Other,Male,27,San Francisco,No,9,0,9,1,9,3,The handling was questionable but incurred only minute damages.
151092,24/05/2024,BF1548,Clothing,Male,30,Miami,No,65,0,65,3,195,5,The product had excellent quality.
188118,13/06/2024,BF1544,Other,Male,32,Austin,No,9,0,9,1,9,3,Not as expected.
151282,11/10/2024,BF1548,Clothing,Male,23,New Jersey,No,65,0,65,1,65,4,The product was delivered quickly.
191209,06/05/2024,BF1552,Ornaments,Male,27,Miami,No,45,0,45,1,45,5,Exquisite craftsmanship here is absolutely appreciated.
195931,30/04/2024,BF1545,Other,Male,24,Austin,No,10,0,10,1,10,3,Average product
196729,05/04/2024,BF1545,Other,Male,21,Sydney,Yes,10,100,110,1,110,5,Great design is one of the major positives of this product.
180507,04/12/2023,BF1543,Clothing,Male,18,Toronto,Yes,100,25,125,4,500,3,Had slight delays but the product was in good shape.
143035,03/05/2024,BF1555,Other,Female,22,Memphis,No,23,0,23,1,23,3,Had slight delays but the product was in good shape.
187048,21/08/2024,BF1548,Clothing,Male,26,Montreal,Yes,65,25,90,1,90,4,Discount deals was greatly appreciated.
142396,15/05/2024,BF1548,Clothing,Male,24,Toronto,Yes,65,25,90,1,90,2,Never buying from here again.
153122,30/03/2024,BF1548,Clothing,Female,23,Detroit,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
173340,19/07/2024,BF1548,Clothing,Male,30,Cleveland,No,65,0,65,1,65,5,Incredible detailing was clearly evident.
143586,22/08/2024,BF1545,Other,Male,28,Memphis,No,10,0,10,1,10,2,"Unfortunately, the delivery was late."
186330,28/06/2024,BF1545,Other,Male,27,Pittsburgh,No,10,0,10,1,10,5,Discount deals was greatly appreciated.
147146,21/04/2024,BF1545,Other,Male,18,Memphis,No,10,0,10,2,20,2,The product is not as advertised.
164980,20/07/2024,BF1544,Other,Female,30,San Francisco,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
191653,06/04/2024,BF1552,Ornaments,Female,25,Toronto,Yes,45,25,70,3,210,5,The Product exhibits good design.
125882,18/01/2024,BF1548,Clothing,Male,25,New York,No,65,0,65,1,65,4,The product had excellent quality.
161169,05/02/2024,BF1551,Ornaments,Female,24,New Jersey,No,15,0,15,1,15,3,It was ok.
198279,04/03/2024,BF1551,Ornaments,Female,26,Manchester,Yes,15,40,55,1,55,4,Discount deals was greatly appreciated.
151422,28/11/2023,BF1548,Clothing,Male,34,Portland,No,65,0,65,1,65,4,The Product exhibits good design.
183121,28/02/2024,BF1545,Other,Female,29,New York,No,10,0,10,1,10,3,The handling was questionable but incurred only minute damages.
185299,27/10/2024,BF1551,Ornaments,Male,24,Austin,No,15,0,15,4,60,4,The product was delivered quickly.
178218,25/04/2024,BF1546,Clothing,Male,25,Montreal,Yes,118,25,143,1,143,4,The Product exhibits good design.
167287,03/05/2024,BF1549,Clothing,Female,23,Manchester,Yes,130,40,170,4,680,5,Premium quality as usual.
167066,01/09/2024,BF1548,Clothing,Male,24,Memphis,No,65,0,65,1,65,3,Expected much better
159049,14/04/2024,BF1550,Clothing,Male,18,Las Vegas,No,97,0,97,1,97,4,Discount deals was greatly appreciated.
124310,03/05/2024,BF1548,Clothing,Male,34,San Antonio,No,65,0,65,1,65,1,Never buying from here again.
128957,27/05/2024,BF1550,Clothing,Male,26,Pittsburgh,No,97,0,97,2,194,5,The Product exhibits good design.
172169,28/07/2024,BF1543,Clothing,Male,19,San Antonio,No,100,0,100,1,100,4,The product had excellent quality.
141057,14/11/2023,BF1548,Clothing,Male,35,Las Vegas,No,65,0,65,1,65,4,The Product exhibits good design.
151258,12/12/2023,BF1545,Other,Male,34,Sacramento,No,10,0,10,4,40,4,Great design is one of the major positives of this product.
191657,09/06/2024,BF1550,Clothing,Male,26,Austin,No,97,0,97,3,291,5,Great design is one of the major positives of this product.
159742,29/06/2024,BF1545,Other,Female,23,New York,No,10,0,10,1,10,1,The promotion quality does not match the product
197073,06/08/2024,BF1550,Clothing,Male,32,Toronto,Yes,97,25,122,1,122,3,Had slight delays but the product was in good shape.
182229,20/04/2024,BF1548,Clothing,Female,24,Miami,No,65,0,65,1,65,1,The product had an underwhelming design.
123187,11/02/2024,BF1543,Clothing,Female,25,Pittsburgh,No,100,0,100,1,100,5,The product was affordable here compared to other brands.
142137,10/09/2024,BF1543,Clothing,Male,21,Sydney,Yes,100,100,200,1,200,5,The product had excellent quality.
169902,30/10/2024,BF1550,Clothing,Male,33,Liverpool,Yes,97,40,137,1,137,1,Careless handling by the delivery team.
161859,28/05/2024,BF1543,Clothing,Male,30,Sydney,Yes,100,100,200,1,200,4,Incredible detailing was clearly evident.
122433,22/12/2023,BF1544,Other,Male,20,New York,No,9,0,9,2,18,1,There is clear evidence of subpar detailing.
168377,08/03/2024,BF1547,Ornaments,Male,18,Detroit,No,32,0,32,1,32,4,Great design is one of the major positives of this product.
175701,14/02/2024,BF1552,Ornaments,Male,33,Cleveland,No,45,0,45,1,45,2,The product had poor quality.
175657,03/10/2024,BF1544,Other,Male,20,San Francisco,No,9,0,9,1,9,4,Discount deals was greatly appreciated.
194753,10/03/2024,BF1550,Clothing,Male,23,Memphis,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.
198384,13/05/2024,BF1548,Clothing,Male,28,San Francisco,No,65,0,65,2,130,5,The product was affordable here compared to other brands.
184403,01/10/2024,BF1554,Ornaments,Female,19,New Delhi,Yes,20,70,90,1,90,2,The product had poor quality.
164390,24/02/2024,BF1548,Clothing,Female,26,Manchester,Yes,65,40,105,1,105,4,Great design is one of the major positives of this product.
127435,30/06/2024,BF1545,Other,Male,20,Sacramento,No,10,0,10,2,20,4,Great design is one of the major positives of this product.
123842,29/06/2024,BF1545,Other,Female,22,Liverpool,Yes,10,40,50,1,50,3,It was ok.
190789,02/04/2024,BF1547,Ornaments,Female,31,Las Vegas,No,32,0,32,2,64,5,The product was affordable here compared to other brands.
152609,02/06/2024,BF1554,Ornaments,Male,20,Miami,No,20,0,20,1,20,2,Clear delays in delivery.
174473,04/06/2024,BF1550,Clothing,Female,18,Detroit,No,97,0,97,2,194,5,The product had excellent quality.
183595,09/07/2024,BF1551,Ornaments,Male,34,Sacramento,No,15,0,15,1,15,3,It was ok.
154480,22/03/2024,BF1551,Ornaments,Male,34,Liverpool,Yes,15,40,55,1,55,5,The product had excellent quality.
177698,15/10/2024,BF1548,Clothing,Male,19,Las Vegas,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
124384,28/06/2024,BF1550,Clothing,Male,23,Liverpool,Yes,97,40,137,1,137,5,Discount deals was greatly appreciated.
182593,01/04/2024,BF1554,Ornaments,Male,22,Portland,No,20,0,20,1,20,4,Premium quality as usual.
148797,24/07/2024,BF1548,Clothing,Female,19,San Antonio,No,65,0,65,1,65,3,Had slight delays but the product was in good shape.
135268,01/10/2024,BF1546,Clothing,Male,29,Dublin,Yes,118,40,158,2,316,5,Discount deals was greatly appreciated.
120246,29/09/2024,BF1546,Clothing,Male,34,San Antonio,No,118,0,118,1,118,5,The product had excellent quality.
141986,06/06/2024,BF1547,Ornaments,Male,31,Pittsburgh,No,32,0,32,1,32,3,It was ok.
193437,17/08/2024,BF1550,Clothing,Male,19,Las Vegas,No,97,0,97,1,97,4,Premium quality as usual.
124557,12/12/2023,BF1544,Other,Female,29,Pittsburgh,No,9,0,9,1,9,2,There is clear evidence of subpar detailing.
175788,10/07/2024,BF1543,Clothing,Male,23,Portland,No,100,0,100,1,100,3,Expected much better
169294,16/07/2024,BF1554,Ornaments,Male,34,New York,No,20,0,20,1,20,1,"Unfortunately, the delivery was late."
164876,23/06/2024,BF1550,Clothing,Male,18,Las Vegas,No,97,0,97,1,97,5,The Product exhibits good design.
134519,05/01/2024,BF1550,Clothing,Male,19,London,Yes,97,40,137,1,137,4,Lack of delivery delays is greatly appreciated.
180222,03/03/2024,BF1544,Other,Male,30,Memphis,No,9,0,9,1,9,5,Exquisite craftsmanship here is absolutely appreciated.
138759,19/07/2024,BF1545,Other,Male,24,Montreal,Yes,10,25,35,4,140,2,The product had an underwhelming design.
121945,02/05/2024,BF1550,Clothing,Male,22,San Francisco,No,97,0,97,1,97,4,Lack of delivery delays is greatly appreciated.
124512,15/09/2024,BF1548,Clothing,Male,33,Liverpool,Yes,65,40,105,1,105,4,Great design is one of the major positives of this product.
190617,12/11/2023,BF1551,Ornaments,Male,19,San Antonio,No,15,0,15,5,75,5,Lack of delivery delays is greatly appreciated.
155504,27/03/2024,BF1551,Ornaments,Male,22,Memphis,No,15,0,15,3,45,5,Great design is one of the major positives of this product.
171828,28/05/2024,BF1543,Clothing,Female,21,London,Yes,100,40,140,1,140,2,"Unfortunately, the delivery was late."
144759,04/04/2024,BF1555,Other,Male,25,Montreal,Yes,23,25,48,3,144,4,The delivery team handled the product with care.
168095,17/10/2024,BF1547,Ornaments,Female,20,Detroit,No,32,0,32,1,32,5,Incredible detailing was clearly evident.
182269,14/10/2024,BF1548,Clothing,Male,34,New Jersey,No,65,0,65,2,130,3,Had slight delays but the product was in good shape.
138141,30/08/2024,BF1544,Other,Male,27,Portland,No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.
158484,16/09/2024,BF1550,Clothing,Male,32,Detroit,No,97,0,97,1,97,5,The product had excellent quality.
176219,05/10/2024,BF1551,Ornaments,Male,34,Austin,No,15,0,15,1,15,5,The delivery team handled the product with care.
124656,18/02/2024,BF1551,Ornaments,Female,21,Sacramento,No,15,0,15,1,15,4,Discount deals was greatly appreciated.
182205,26/12/2023,BF1546,Clothing,Male,21,Portland,No,118,0,118,1,118,5,The delivery team handled the product with care.
121266,22/03/2024,BF1548,Clothing,Female,20,Cardiff,Yes,65,40,105,1,105,5,Lack of delivery delays is greatly appreciated.
130394,04/04/2024,BF1546,Clothing,Male,30,New Delhi,Yes,118,70,188,4,752,1,Clear delays in delivery.
175748,12/11/2023,BF1548,Clothing,Female,18,San Francisco,No,65,0,65,4,260,4,Discount deals was greatly appreciated.
184379,17/10/2024,BF1544,Other,Male,27,Sacramento,No,9,0,9,1,9,4,The product was affordable here compared to other brands.
197695,07/05/2024,BF1554,Ornaments,Male,31,Pittsburgh,No,20,0,20,2,40,2,"Unfortunately, the delivery was late."
180022,05/07/2024,BF1552,Ornaments,Male,33,San Antonio,No,45,0,45,5,225,2,Careless handling by the delivery team.
184495,25/05/2024,BF1551,Ornaments,Male,25,Detroit,No,15,0,15,1,15,4,The Product exhibits good design.
199030,19/11/2023,BF1544,Other,Female,23,London,Yes,9,40,49,4,196,5,The product had excellent quality.
156304,23/01/2024,BF1551,Ornaments,Male,30,Austin,No,15,0,15,2,30,5,Premium quality as usual.
188636,28/06/2024,BF1548,Clothing,Female,21,New York,No,65,0,65,1,65,1,The product had an underwhelming design.
198356,16/05/2024,BF1543,Clothing,Male,33,Cardiff,Yes,100,40,140,2,280,3,Expected much better
149370,12/07/2024,BF1551,Ornaments,Male,35,New Delhi,Yes,15,70,85,1,85,3,Expected much better
166302,29/09/2024,BF1551,Ornaments,Female,28,Austin,No,15,0,15,1,15,5,Exquisite craftsmanship here is absolutely appreciated.
148316,02/10/2024,BF1546,Clothing,Male,29,Pittsburgh,No,118,0,118,1,118,1,The promotion quality does not match the product
151323,05/10/2024,BF1555,Other,Female,26,Liverpool,Yes,23,40,63,1,63,5,Premium quality as usual.
159281,26/05/2024,BF1548,Clothing,Male,28,Manchester,Yes,65,40,105,1,105,1,Careless handling by the delivery team.
181223,29/08/2024,BF1554,Ornaments,Female,28,New Jersey,No,20,0,20,1,20,4,Discount deals was greatly appreciated.
195059,28/04/2024,BF1543,Clothing,Male,31,Montreal,Yes,100,25,125,4,500,2,Waste of Money.
123655,19/06/2024,BF1546,Clothing,Male,35,Dublin,Yes,118,40,158,1,158,4,The delivery team handled the product with care.
162698,12/10/2024,BF1548,Clothing,Male,28,San Francisco,No,65,0,65,2,130,5,The Product exhibits good design.
153828,12/01/2024,BF1555,Other,Female,22,Portland,No,23,0,23,4,92,5,Discount deals was greatly appreciated.
177066,31/10/2024,BF1548,Clothing,Male,29,San Antonio,No,65,0,65,1,65,5,The product had excellent quality.
155492,25/07/2024,BF1544,Other,Male,35,Pittsburgh,No,9,0,9,1,9,3,Average product
156917,19/06/2024,BF1550,Clothing,Female,35,San Francisco,No,97,0,97,1,97,5,Incredible detailing was clearly evident.
129069,20/04/2024,BF1544,Other,Male,29,San Antonio,No,9,0,9,2,18,4,The product had excellent quality.
177907,04/02/2024,BF1551,Ornaments,Male,30,San Antonio,No,15,0,15,2,30,1,Never buying from here again.
183486,16/09/2024,BF1550,Clothing,Male,18,Memphis,No,97,0,97,1,97,2,There is clear evidence of subpar detailing.
188851,23/10/2024,BF1550,Clothing,Female,32,New Jersey,No,97,0,97,1,97,3,Not as expected.
133559,28/07/2024,BF1551,Ornaments,Female,18,Cleveland,No,15,0,15,2,30,5,Lack of delivery delays is greatly appreciated.
134283,17/06/2024,BF1548,Clothing,Male,35,San Antonio,No,65,0,65,1,65,2,Never buying from here again.
155966,21/02/2024,BF1548,Clothing,Male,18,San Antonio,No,65,0,65,1,65,5,The Product exhibits good design.
132611,10/12/2023,BF1554,Ornaments,Male,30,Sacramento,No,20,0,20,1,20,3,Not as expected.
196302,11/09/2024,BF1548,Clothing,Female,20,Cleveland,No,65,0,65,1,65,4,The product was affordable here compared to other brands.
144620,05/10/2024,BF1544,Other,Male,27,Las Vegas,No,9,0,9,4,36,4,Lack of delivery delays is greatly appreciated.
142850,02/10/2024,BF1548,Clothing,Male,23,Pittsburgh,No,65,0,65,4,260,5,Lack of delivery delays is greatly appreciated.
138781,26/12/2023,BF1543,Clothing,Male,26,San Antonio,No,100,0,100,1,100,4,The product had excellent quality.
162966,13/03/2024,BF1551,Ornaments,Male,19,New York,No,15,0,15,1,15,4,The product was delivered quickly.
185812,26/01/2024,BF1546,Clothing,Male,32,Miami,No,118,0,118,1,118,4,The delivery team handled the product with care.
131259,14/04/2024,BF1550,Clothing,Male,21,Pittsburgh,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.
176082,25/01/2024,BF1550,Clothing,Female,31,Liverpool,Yes,97,40,137,3,411,4,Great design is one of the major positives of this product.
199993,26/12/2023,BF1549,Clothing,Male,28,Memphis,No,130,0,130,1,130,1,Clear delays in delivery.
169164,31/01/2024,BF1551,Ornaments,Female,22,San Francisco,No,15,0,15,5,75,5,The product had excellent quality.
198828,29/02/2024,BF1548,Clothing,Female,28,San Francisco,No,65,0,65,1,65,5,The delivery team handled the product with care.
177930,03/05/2024,BF1548,Clothing,Male,26,New York,No,65,0,65,2,130,1,Low quality products are a usual here these days.
152097,22/02/2024,BF1548,Clothing,Male,24,Manchester,Yes,65,40,105,1,105,4,Great design is one of the major positives of this product.
144476,23/12/2023,BF1549,Clothing,Female,27,Manchester,Yes,130,40,170,1,170,2,Waste of Money.
121009,29/04/2024,BF1548,Clothing,Male,24,Glasgow,Yes,65,40,105,2,210,4,The product was affordable here compared to other brands.
168586,18/07/2024,BF1548,Clothing,Male,25,Sacramento,No,65,0,65,3,195,2,Clear delays in delivery.
188751,25/11/2023,BF1543,Clothing,Male,34,Toronto,Yes,100,25,125,1,125,2,Low quality products are a usual here these days.
162159,01/07/2024,BF1543,Clothing,Male,24,San Antonio,No,100,0,100,1,100,5,Exquisite craftsmanship here is absolutely appreciated.
160331,27/08/2024,BF1554,Ornaments,Male,27,Liverpool,Yes,20,40,60,5,300,5,Discount deals was greatly appreciated.
141695,11/04/2024,BF1553,Ornaments,Male,19,Detroit,No,50,0,50,1,50,1,The product had an underwhelming design.
137557,08/10/2024,BF1543,Clothing,Female,26,New Jersey,No,100,0,100,1,100,4,Discount deals was greatly appreciated.
172689,19/06/2024,BF1548,Clothing,Female,32,Paris,Yes,65,50,115,1,115,5,The delivery team handled the product with care.
148726,13/10/2024,BF1548,Clothing,Male,27,San Antonio,No,65,0,65,2,130,5,The Product exhibits good design.
143848,22/07/2024,BF1550,Clothing,Female,33,San Antonio,No,97,0,97,2,194,2,The product had an underwhelming design.
149344,20/02/2024,BF1544,Other,Male,26,Manchester,Yes,9,40,49,1,49,5,Great design is one of the major positives of this product.
158709,12/07/2024,BF1548,Clothing,Male,25,Memphis,No,65,0,65,1,65,4,The Product exhibits good design.
174515,04/05/2024,BF1549,Clothing,Female,31,Miami,No,130,0,130,1,130,3,Average product
149587,25/04/2024,BF1552,Ornaments,Female,30,Miami,No,45,0,45,1,45,3,Not as expected.
191621,12/08/2024,BF1546,Clothing,Male,34,San Francisco,No,118,0,118,2,236,2,Careless handling by the delivery team.
152794,02/07/2024,BF1545,Other,Male,21,Manchester,Yes,10,40,50,2,100,1,Never buying from here again.
179716,17/12/2023,BF1545,Other,Male,32,Miami,No,10,0,10,2,20,4,The product was delivered quickly.
153580,26/12/2023,BF1548,Clothing,Male,22,Detroit,No,65,0,65,4,260,3,Nothing too special.
130812,17/11/2023,BF1554,Ornaments,Female,25,New York,No,20,0,20,1,20,5,The product had excellent quality.
138366,25/11/2023,BF1546,Clothing,Male,21,Pittsburgh,No,118,0,118,1,118,1,Careless handling by the delivery team.
196645,02/02/2024,BF1543,Clothing,Male,27,Manchester,Yes,100,40,140,1,140,5,The delivery team handled the product with care.
195403,22/10/2024,BF1548,Clothing,Male,22,New Jersey,No,65,0,65,5,325,4,Discount deals was greatly appreciated.
198809,23/06/2024,BF1544,Other,Male,33,Cleveland,No,9,0,9,4,36,4,Discount deals was greatly appreciated.
140521,25/12/2023,BF1545,Other,Male,34,Paris,Yes,10,50,60,1,60,1,Waste of Money.
145111,22/09/2024,BF1549,Clothing,Male,18,San Francisco,No,130,0,130,1,130,3,Had slight delays but the product was in good shape.
160689,21/08/2024,BF1551,Ornaments,Female,23,Liverpool,Yes,15,40,55,1,55,4,The product had excellent quality.
128362,11/09/2024,BF1546,Clothing,Male,25,New Delhi,Yes,118,70,188,2,376,4,Discount deals was greatly appreciated.
151285,04/09/2024,BF1546,Clothing,Female,35,San Francisco,No,118,0,118,1,118,1,The product had an underwhelming design.
187660,04/03/2024,BF1551,Ornaments,Male,29,Sydney,Yes,15,100,115,1,115,4,Lack of delivery delays is greatly appreciated.
129411,18/02/2024,BF1548,Clothing,Female,33,New Jersey,No,65,0,65,4,260,2,There is clear evidence of subpar detailing.
154142,19/01/2024,BF1548,Clothing,Male,28,New Jersey,No,65,0,65,1,65,3,It was ok.
125715,01/01/2024,BF1547,Ornaments,Male,19,Detroit,No,32,0,32,1,32,5,The product was affordable here compared to other brands.
150175,07/07/2024,BF1550,Clothing,Male,31,Memphis,No,97,0,97,1,97,1,The promotion quality does not match the product
190279,03/01/2024,BF1548,Clothing,Female,27,Las Vegas,No,65,0,65,3,195,5,The Product exhibits good design.
125446,05/07/2024,BF1551,Ornaments,Female,32,Dublin,Yes,15,40,55,1,55,3,The handling was questionable but incurred only minute damages.
171264,24/08/2024,BF1551,Ornaments,Male,24,Las Vegas,No,15,0,15,1,15,5,Great design is one of the major positives of this product.
177955,16/12/2023,BF1550,Clothing,Male,28,Las Vegas,No,97,0,97,1,97,4,The delivery team handled the product with care.
125020,16/10/2024,BF1554,Ornaments,Male,23,Detroit,No,20,0,20,1,20,4,Great design is one of the major positives of this product.
151198,24/03/2024,BF1547,Ornaments,Male,21,Portland,No,32,0,32,1,32,4,Incredible detailing was clearly evident.
155487,29/03/2024,BF1550,Clothing,Male,33,Las Vegas,No,97,0,97,3,291,1,Clear delays in delivery.
159327,22/09/2024,BF1543,Clothing,Male,18,Sacramento,No,100,0,100,1,100,4,The product had excellent quality.
169318,29/05/2024,BF1548,Clothing,Male,33,New York,No,65,0,65,2,130,4,The Product exhibits good design.
169683,12/06/2024,BF1544,Other,Male,19,Toronto,Yes,9,25,34,1,34,1,"Unfortunately, the delivery was late."
131579,06/08/2024,BF1552,Ornaments,Male,18,Sydney,Yes,45,100,145,2,290,4,Great design is one of the major positives of this product.
142818,21/11/2023,BF1551,Ornaments,Female,29,London,Yes,15,40,55,3,165,4,Great design is one of the major positives of this product.
158633,31/12/2023,BF1545,Other,Male,26,London,Yes,10,40,50,1,50,5,Incredible detailing was clearly evident.
170958,06/05/2024,BF1546,Clothing,Male,31,New Delhi,Yes,118,70,188,1,188,5,The product was delivered quickly.
124701,20/07/2024,BF1551,Ornaments,Male,27,San Francisco,No,15,0,15,1,15,1,The product had an underwhelming design.
177947,09/01/2024,BF1547,Ornaments,Female,20,Toronto,Yes,32,25,57,1,57,3,Not as expected.
